"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","term","comparison","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p.adj"
"11","ACE2","grade","KICH","Tumor",65,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ACE2","grade","KIRC","Tumor",530,522,"G1G2","G3G4",NA,NA,NA,241,281,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.599499557926572,9.8869906737396,9.28749111581303,2.52157508605117,0.0119807686852706,519.989736818798,0.132434815479544,1.0665643003736,"Welch Two Sample t-test","two.sided",0.0316017339015096
"13","ACE2","grade","KIRP","Tumor",288,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ACE2","grade","LAML","Tumor",145,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ACE2","grade","LGG","Tumor",510,509,"G1G2","G3G4",NA,NA,NA,248,261,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",-0.137165592161271,2.58580197710307,2.72296756926434,-2.51082183511271,0.0123582877866313,501.878908684155,-0.244496788734757,-0.0298343955877841,"Welch Two Sample t-test","two.sided",0.0316017339015096
"16","ACE2","grade","LIHC","Tumor",371,366,"G1G2","G3G4",NA,NA,NA,232,134,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.733140262942426,5.39209773811644,4.65895747517402,2.49446738884204,0.013167389125629,291.995124421836,0.154696482695217,1.31158404318963,"Welch Two Sample t-test","two.sided",0.0316017339015096
"17","ACE2","grade","LUAD","Tumor",512,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","ACE2","grade","LUSC","Tumor",501,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ACE2","grade","MESO","Tumor",86,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ACE2","grade","OV","Tumor",264,256,"G1G2","G3G4",NA,NA,NA,31,225,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",-0.205667802091831,3.80464472785246,4.01031252994429,-0.817864095571899,0.41840002198719,39.0293384236319,-0.714300471191372,0.30296486700771,"Welch Two Sample t-test","two.sided",0.627600032980785
"21","ACE2","grade","PAAD","Tumor",177,175,"G1G2","G3G4",NA,NA,NA,125,50,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.0366990062521513,7.29671084872231,7.26001184247016,0.109363754207389,0.913157636632432,89.9345300249132,-0.629972552539634,0.703370565043937,"Welch Two Sample t-test","two.sided",0.940702519013304
"22","ACE2","grade","PCPG","Tumor",178,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","ACE2","grade","PRAD","Tumor",495,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ACE2","grade","READ","Tumor",159,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","ACE2","grade","SARC","Tumor",259,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","ACE2","grade","SKCMmets","Tumor",365,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ACE2","grade","SKCMprimary","Tumor",103,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ACE2","grade","STAD","Tumor",374,365,"G1G2","G3G4",NA,NA,NA,146,219,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.0861383326657652,6.72929417563421,6.64315584296844,0.322000723324703,0.747654141609072,333.080308926141,-0.440083228391492,0.612359893723022,"Welch Two Sample t-test","two.sided",0.897184969930887
"29","ACE2","grade","TGCT","Tumor",134,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ACE2","grade","THCA","Tumor",502,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ACE2","grade","THYM","Tumor",119,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ACE2","grade","UCEC","Tumor",530,530,"G1G2","G3G4",NA,NA,NA,216,314,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.508513590932442,5.10668257078619,4.59816897985375,4.14698569597417,3.93898787383118e-05,515.616133584521,0.267612512715521,0.749414669149363,"Welch Two Sample t-test","two.sided",0.000189071417943897
"33","ACE2","grade","UCS","Tumor",56,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ACE2","grade","UVM","Tumor",80,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","TMPRSS2","grade","ACC","Tumor",79,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","TMPRSS2","grade","BLCA","Tumor",408,405,"G1G2","G3G4",NA,NA,NA,21,384,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",1.73420792820839,10.6196309869228,8.88542305871442,4.75031712736663,3.80946691111433e-05,33.1370983500515,0.991580015244196,2.47683584117259,"Welch Two Sample t-test","two.sided",0.000189071417943897
"37","TMPRSS2","grade","BRCA","Tumor",1084,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","TMPRSS2","grade","CESC","Tumor",304,272,"G1G2","G3G4",NA,NA,NA,153,119,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",1.21609220874544,8.59873586087203,7.38264365212659,4.09491542212724,5.77017421212359e-05,240.716945857281,0.631088426906901,1.80109599058397,"Welch Two Sample t-test","two.sided",0.000230806968484944
"39","TMPRSS2","grade","CHOL","Tumor",36,36,"G1G2","G3G4",NA,NA,NA,16,20,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.874065632305017,10.4866752531196,9.6126096208146,1.27267486932687,0.211922084057089,33.3986486603895,-0.522594220743867,2.2707254853539,"Welch Two Sample t-test","two.sided",0.363295001240725
"40","TMPRSS2","grade","COAD","Tumor",447,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","TMPRSS2","grade","DLBC","Tumor",48,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","TMPRSS2","grade","ESCA","Tumor",161,126,"G1G2","G3G4",NA,NA,NA,82,44,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",-0.804617423454705,8.20364880080406,9.00826622425876,-1.34119972012266,0.183110284817533,93.3336873356689,-1.99589075476564,0.386655907856234,"Welch Two Sample t-test","two.sided",0.338049756586216
"43","TMPRSS2","grade","GBM","Tumor",152,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","TMPRSS2","grade","HNSC","Tumor",500,481,"G1G2","G3G4",NA,NA,NA,360,121,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",-0.472935628100521,5.94253504401084,6.41547067211136,-1.5820035961409,0.115297371614618,191.679544391726,-1.06258439183151,0.116713135630468,"Welch Two Sample t-test","two.sided",0.230594743229236
"45","TMPRSS2","grade","KICH","Tumor",65,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","TMPRSS2","grade","KIRC","Tumor",530,522,"G1G2","G3G4",NA,NA,NA,241,281,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",-0.128953845467842,4.16444301690673,4.29339686237457,-0.678157072277697,0.49798249624154,505.361109927497,-0.502542306468741,0.244634615533058,"Welch Two Sample t-test","two.sided",0.663976661655386
"47","TMPRSS2","grade","KIRP","Tumor",288,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","TMPRSS2","grade","LAML","Tumor",145,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","TMPRSS2","grade","LGG","Tumor",510,509,"G1G2","G3G4",NA,NA,NA,248,261,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.00725270797985589,3.18810659044148,3.18085388246162,0.0744244963713558,0.940702519013304,497.725794118871,-0.184212440186664,0.198717856146376,"Welch Two Sample t-test","two.sided",0.940702519013304
"50","TMPRSS2","grade","LIHC","Tumor",371,366,"G1G2","G3G4",NA,NA,NA,232,134,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.589091931071405,9.72304996259568,9.13395803152428,3.47719461885782,0.000604468043903451,232.787694443027,0.255307613057367,0.922876249085443,"Welch Two Sample t-test","two.sided",0.00207246186481183
"51","TMPRSS2","grade","LUAD","Tumor",512,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","TMPRSS2","grade","LUSC","Tumor",501,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","TMPRSS2","grade","MESO","Tumor",86,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","TMPRSS2","grade","OV","Tumor",264,256,"G1G2","G3G4",NA,NA,NA,31,225,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.0500030910479632,5.31845812775861,5.26845503671065,0.120288933656238,0.904916759842367,36.346441366456,-0.792779477712413,0.892785659808339,"Welch Two Sample t-test","two.sided",0.940702519013304
"55","TMPRSS2","grade","PAAD","Tumor",177,175,"G1G2","G3G4",NA,NA,NA,125,50,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",0.0935537231958268,10.4871766442753,10.3936229210794,0.347105573434349,0.729434278282666,79.0604528957822,-0.44291652777176,0.630023974163413,"Welch Two Sample t-test","two.sided",0.897184969930887
"56","TMPRSS2","grade","PCPG","Tumor",178,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","TMPRSS2","grade","PRAD","Tumor",495,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","TMPRSS2","grade","READ","Tumor",159,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","TMPRSS2","grade","SARC","Tumor",259,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","TMPRSS2","grade","SKCMmets","Tumor",365,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","TMPRSS2","grade","SKCMprimary","Tumor",103,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","TMPRSS2","grade","STAD","Tumor",374,365,"G1G2","G3G4",NA,NA,NA,146,219,NA,NA,NA,13,20,NA,NA,NA,"grade","G1G2-G3G4",0.762445631139823,11.5418305938815,10.7793849627417,5.07410989557205,6.58984262382872e-07,322.214145830867,0.466827241268465,1.05806402101118,"Welch Two Sample t-test","two.sided",7.90781114859446e-06
"63","TMPRSS2","grade","TGCT","Tumor",134,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","TMPRSS2","grade","THCA","Tumor",502,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","TMPRSS2","grade","THYM","Tumor",119,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","TMPRSS2","grade","UCEC","Tumor",530,530,"G1G2","G3G4",NA,NA,NA,216,314,NA,NA,NA,0,0,NA,NA,NA,"grade","G1G2-G3G4",1.17510378568619,9.56444907273885,8.38934528705266,8.91730708628764,1.0415362070527e-17,473.754960392584,0.916162372879138,1.43404519849325,"Welch Two Sample t-test","two.sided",2.49968689692648e-16
"67","TMPRSS2","grade","UCS","Tumor",56,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","TMPRSS2","grade","UVM","Tumor",80,0,"G1G2","G3G4",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
