"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","term","comparison","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p.adj"
"35","ACE2","age.group","LUSC","Normal",49,48,"younger","older",NA,NA,NA,16,32,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.157367866402575,5.83325924108988,5.99062710749245,-0.588247948874613,0.562176971861974,22.6863178923675,-0.711198076440513,0.396462343635363,"Welch Two Sample t-test","two.sided",0.75943204970828
"36","ACE2","age.group","LUSC","Tumor",501,472,"younger","older",NA,NA,NA,170,302,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.174303513831227,5.83391425908279,6.00821777291402,-1.08529067905418,0.278525294526918,356.97883207283,-0.490155114778008,0.141548087115553,"Welch Two Sample t-test","two.sided",0.603862347630429
"37","ACE2","age.group","MESO","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ACE2","age.group","MESO","Tumor",86,84,"younger","older",NA,NA,NA,45,39,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.356839065182055,2.40191802327137,2.75875708845343,-1.50100542810256,0.138068020046655,66.7768424237315,-0.831385990631589,0.117707860267479,"Welch Two Sample t-test","two.sided",0.506249406837734
"39","ACE2","age.group","OV","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ACE2","age.group","OV","Tumor",264,253,"younger","older",NA,NA,NA,178,75,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.672426049095348,4.23065498852559,3.55822893943024,3.93279714805721,0.000125340270827581,158.212503666951,0.334730118528324,1.01012197966237,"Welch Two Sample t-test","two.sided",0.00482560042686187
"41","ACE2","age.group","PAAD","Normal",4,4,"younger","older",NA,NA,NA,3,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ACE2","age.group","PAAD","Tumor",177,165,"younger","older",NA,NA,NA,81,84,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.135389211992258,7.19030140493229,7.32569061692455,-0.42386098811458,0.67224841934062,156.711306356267,-0.766310995647465,0.49553257166295,"Welch Two Sample t-test","two.sided",0.841680877558809
"43","ACE2","age.group","PCPG","Normal",3,3,"younger","older",NA,NA,NA,3,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ACE2","age.group","PCPG","Tumor",178,176,"younger","older",NA,NA,NA,154,22,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.49786810826608,2.70841372280789,3.20628183107397,-2.36391033460903,0.0256891781096467,26.4776451306041,-0.930407691664991,-0.0653285248671687,"Welch Two Sample t-test","two.sided",0.250181349789218
"45","ACE2","age.group","PRAD","Normal",52,49,"younger","older",NA,NA,NA,34,15,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.130053025582507,4.56335951228616,4.43330648670365,0.260210218035845,0.796239665173701,34.6963691867974,-0.884912097382261,1.14501814854728,"Welch Two Sample t-test","two.sided",0.880026319111696
"46","ACE2","age.group","PRAD","Tumor",495,472,"younger","older",NA,NA,NA,329,143,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.16132056151931,3.30341729093859,3.46473785245789,-1.6822229355027,0.0937255459068111,260.133167665637,-0.350154271196557,0.0275131481579375,"Welch Two Sample t-test","two.sided",0.41992017908225
"47","ACE2","age.group","READ","Normal",10,9,"younger","older",NA,NA,NA,5,4,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","ACE2","age.group","READ","Tumor",159,155,"younger","older",NA,NA,NA,74,81,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.374272920396264,8.95677857349263,9.33105149388889,-1.10148993623073,0.272558911355324,141.098544043723,-1.04600620143981,0.297460360647284,"Welch Two Sample t-test","two.sided",0.603862347630429
"49","ACE2","age.group","SARC","Normal",2,2,"younger","older",NA,NA,NA,2,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ACE2","age.group","SARC","Tumor",259,251,"younger","older",NA,NA,NA,151,100,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.244645153193194,2.89596908072099,2.6513239275278,1.33203312661439,0.18407410458262,247.596968117154,-0.117095838036466,0.606386144422855,"Welch Two Sample t-test","two.sided",0.524952076031917
"51","ACE2","age.group","SKCMmets","Normal",1,1,"younger","older",NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","ACE2","age.group","SKCMmets","Tumor",365,351,"younger","older",NA,NA,NA,238,113,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.00156511866482711,2.1708300025044,2.17239512116923,-0.0202570483368242,0.983859729756758,188.637357867323,-0.15397545853455,0.150845221204895,"Welch Two Sample t-test","two.sided",0.983859729756758
"53","ACE2","age.group","SKCMprimary","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ACE2","age.group","SKCMprimary","Tumor",103,100,"younger","older",NA,NA,NA,50,50,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.369259077778798,2.72631883788563,2.35705976010683,2.21929472346292,0.028831187143518,95.6140119859494,0.0389689036640035,0.699549251893592,"Welch Two Sample t-test","two.sided",0.250181349789218
"55","ACE2","age.group","STAD","Normal",30,28,"younger","older",NA,NA,NA,10,18,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","ACE2","age.group","STAD","Tumor",374,361,"younger","older",NA,NA,NA,154,207,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.117559307805554,6.71046232731993,6.59290301951437,0.43023982269831,0.667304113988855,327.566293761145,-0.419969938815927,0.655088554427035,"Welch Two Sample t-test","two.sided",0.841680877558809
"57","ACE2","age.group","TGCT","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ACE2","age.group","TGCT","Tumor",134,134,"younger","older",NA,NA,NA,132,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ACE2","age.group","THCA","Normal",58,58,"younger","older",NA,NA,NA,48,10,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ACE2","age.group","THCA","Tumor",502,497,"younger","older",NA,NA,NA,426,71,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.0663107305053989,5.36561384290943,5.29930311240404,0.60391806275564,0.54740318871253,90.8492755070467,-0.151800090173427,0.284421551184225,"Welch Two Sample t-test","two.sided",0.75943204970828
"61","ACE2","age.group","THYM","Normal",2,2,"younger","older",NA,NA,NA,2,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","ACE2","age.group","THYM","Tumor",119,116,"younger","older",NA,NA,NA,76,40,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.33370225706219,4.52689671838558,4.19319446132339,1.0520528199684,0.295957974899347,79.6160486047108,-0.297575765349753,0.964980279474133,"Welch Two Sample t-test","two.sided",0.603862347630429
"63","ACE2","age.group","UCEC","Normal",22,22,"younger","older",NA,NA,NA,17,5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","ACE2","age.group","UCEC","Tumor",530,510,"younger","older",NA,NA,NA,284,226,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.178879082121348,4.91562439602315,4.7367453139018,1.36220495434885,0.173785746206073,469.944128924415,-0.0791597886136619,0.436917952856358,"Welch Two Sample t-test","two.sided",0.524952076031917
"65","ACE2","age.group","UCS","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ACE2","age.group","UCS","Tumor",56,51,"younger","older",NA,NA,NA,17,34,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.0446302710515196,3.73383518332648,3.68920491227497,0.0859717226256248,0.932180920783676,24.7392691962906,-1.02510412909445,1.11436467119749,"Welch Two Sample t-test","two.sided",0.969972039193825
"67","ACE2","age.group","UVM","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ACE2","age.group","UVM","Tumor",80,79,"younger","older",NA,NA,NA,45,34,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.242622579037841,2.64800476060502,2.40538218156718,1.20817387756938,0.231235271560755,66.8777130890705,-0.15822450219375,0.643469660269432,"Welch Two Sample t-test","two.sided",0.580639133939802
"69","TMPRSS2","age.group","ACC","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","TMPRSS2","age.group","ACC","Tumor",79,76,"younger","older",NA,NA,NA,68,8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","TMPRSS2","age.group","BLCA","Normal",19,18,"younger","older",NA,NA,NA,5,13,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","TMPRSS2","age.group","BLCA","Tumor",408,397,"younger","older",NA,NA,NA,150,247,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.162475103391508,8.86745233020163,9.02992743359314,-0.463749677279277,0.643154420301681,308.232916187908,-0.851857057689993,0.526906850906978,"Welch Two Sample t-test","two.sided",0.841680877558809
"73","TMPRSS2","age.group","BRCA","Normal",113,111,"younger","older",NA,NA,NA,82,29,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.584801885882722,8.90685798395043,8.3220560980677,0.97091988597637,0.336918470462051,43.8094136575622,-0.629238128520163,1.79884190028561,"Welch Two Sample t-test","two.sided",0.603862347630429
"74","TMPRSS2","age.group","BRCA","Tumor",1084,1062,"younger","older",NA,NA,NA,746,316,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.282434171167649,7.7756366936291,7.49320252246145,2.18592151886553,0.0292419759493891,550.330112305509,0.0286369029420695,0.536231439393229,"Welch Two Sample t-test","two.sided",0.250181349789218
"75","TMPRSS2","age.group","CESC","Normal",3,3,"younger","older",NA,NA,NA,2,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","TMPRSS2","age.group","CESC","Tumor",304,300,"younger","older",NA,NA,NA,265,35,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.0484992086960103,8.04749419378356,7.99899498508755,0.10160327554953,0.919557965653472,41.7518118278865,-0.914979624758784,1.0119780421508,"Welch Two Sample t-test","two.sided",0.969944703497498
"77","TMPRSS2","age.group","CHOL","Normal",9,9,"younger","older",NA,NA,NA,1,8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","TMPRSS2","age.group","CHOL","Tumor",36,36,"younger","older",NA,NA,NA,17,19,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.623239315463557,10.3300150961115,9.70677578064793,0.87195320877742,0.389350046311799,33.9993050259027,-0.829333618176262,2.07581224910338,"Welch Two Sample t-test","two.sided",0.629133820188147
"79","TMPRSS2","age.group","COAD","Normal",41,40,"younger","older",NA,NA,NA,11,29,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","TMPRSS2","age.group","COAD","Tumor",447,431,"younger","older",NA,NA,NA,170,261,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.0689476538134794,11.7370076496131,11.8059553034266,-0.911458507842966,0.362766591588047,308.022157726493,-0.217794785385015,0.0798994777580558,"Welch Two Sample t-test","two.sided",0.617023681161042
"81","TMPRSS2","age.group","DLBC","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","TMPRSS2","age.group","DLBC","Tumor",48,48,"younger","older",NA,NA,NA,33,15,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.410222329813803,2.77283080543884,2.36260847562503,0.909636680577605,0.368611549784519,38.9315605543097,-0.502009596609092,1.3224542562367,"Welch Two Sample t-test","two.sided",0.617023681161042
"83","TMPRSS2","age.group","ESCA","Normal",9,9,"younger","older",NA,NA,NA,2,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","TMPRSS2","age.group","ESCA","Tumor",161,158,"younger","older",NA,NA,NA,96,62,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-2.03640143098216,8.06046275582237,10.0968641868045,-4.03725137249118,8.94820322939566e-05,137.269007105942,-3.03380611664766,-1.03899674531665,"Welch Two Sample t-test","two.sided",0.00482560042686187
"85","TMPRSS2","age.group","GBM","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","TMPRSS2","age.group","GBM","Tumor",152,149,"younger","older",NA,NA,NA,95,54,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.350285205051884,2.89119670150522,3.2414819065571,-1.30520442051406,0.19573512345026,76.5056014603976,-0.884744699416611,0.184174289312843,"Welch Two Sample t-test","two.sided",0.533580164035811
"87","TMPRSS2","age.group","HNSC","Normal",44,41,"younger","older",NA,NA,NA,24,17,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-1.08291753355707,9.12458498510602,10.2075025186631,-1.74340833411915,0.0914574707191884,30.1372990743386,-2.3512321200627,0.185397052948554,"Welch Two Sample t-test","two.sided",0.41992017908225
"88","TMPRSS2","age.group","HNSC","Tumor",500,485,"younger","older",NA,NA,NA,310,175,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.245791647289236,6.22943259446619,5.98364094717695,0.956657037245083,0.339347166172236,380.900892723994,-0.259382468603118,0.75096576318159,"Welch Two Sample t-test","two.sided",0.603862347630429
"89","TMPRSS2","age.group","KICH","Normal",24,23,"younger","older",NA,NA,NA,17,6,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","TMPRSS2","age.group","KICH","Tumor",65,64,"younger","older",NA,NA,NA,50,14,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","TMPRSS2","age.group","KIRC","Normal",72,68,"younger","older",NA,NA,NA,41,27,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.19783252421502,11.1077567947505,11.3055893189655,-0.735669423579631,0.464803955573172,59.8781946958248,-0.735765068668429,0.34010002023839,"Welch Two Sample t-test","two.sided",0.67528121847423
"92","TMPRSS2","age.group","KIRC","Tumor",530,514,"younger","older",NA,NA,NA,332,182,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",0.0863956811098854,4.29943589915829,4.2130402180484,0.415898472901029,0.677717070242158,383.263752621311,-0.322042575154493,0.494833937374264,"Welch Two Sample t-test","two.sided",0.841680877558809
"93","TMPRSS2","age.group","KIRP","Normal",32,32,"younger","older",NA,NA,NA,16,16,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.116143246099096,11.2587970754756,11.3749403215747,-0.586389620168382,0.562127445264001,29.1503799244905,-0.521140853380444,0.288854361182253,"Welch Two Sample t-test","two.sided",0.75943204970828
"94","TMPRSS2","age.group","KIRP","Tumor",288,280,"younger","older",NA,NA,NA,172,108,NA,NA,NA,0,0,NA,NA,NA,"age.group","younger-older",-0.0794569845691502,5.91517275615218,5.99462974072133,-0.323440851434362,0.746661132369074,225.510328758841,-0.563542740064664,0.404628770926364,"Welch Two Sample t-test","two.sided",0.880026319111696
"95","TMPRSS2","age.group","LAML","Normal",0,0,"younger","older",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","TMPRSS2","age.group","LAML","Tumor",145,142,"younger","older",NA,NA,NA,101,41,NA,NA,NA,101,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
