"","Gene","Clinical.feature","Cancer","Sample.type","Sample.total","Sample.total.wData","Group1","Group2","Group3","Group4","Group5","Group1.samples","Group2.samples","Group3.samples","Group4.samples","Group5.samples","Group1.isNA.samples","Group2.isNA.samples","Group3.isNA.samples","Group4.isNA.samples","Group5.isNA.samples","term","comparison","estimate","conf.low","conf.high","adj.p.value"
"70","ACE2","bmi.group","PCPG","Normal",3,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"71","ACE2","bmi.group","PCPG","Tumor",178,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"72","ACE2","bmi.group","PRAD","Normal",52,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"73","ACE2","bmi.group","PRAD","Tumor",495,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"74","ACE2","bmi.group","READ","Normal",10,6,"level1","level2","level3","level4",NA,3,2,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"75","ACE2","bmi.group","READ","Tumor",159,71,"level1","level2","level3","level4",NA,20,36,11,4,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.266061096393713,-1.59068771352274,1.05856552073532,0.688762500639475
"76","ACE2","bmi.group","SARC","Normal",2,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"77","ACE2","bmi.group","SARC","Tumor",259,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"78","ACE2","bmi.group","SKCMmets","Normal",1,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"79","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.0441584325733109,-0.317152878118248,0.40546974326487,0.988892450287746
"80","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.0693736829071816,-0.464499507103688,0.325752141289324,0.968373643178086
"81","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level1",-0.102497771131055,-0.586046397280655,0.381050855018544,0.946290208304964
"82","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level3-level2",-0.113532115480492,-0.497037896208197,0.269973665247212,0.868380835475443
"83","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level2",-0.146656203704366,-0.620756974380563,0.327444566971831,0.852755219295608
"84","ACE2","bmi.group","SKCMmets","Tumor",365,159,"level1","level2","level3","level4",NA,47,54,38,20,NA,0,0,0,0,NA,"bmi.group","level4-level3",-0.0331240882238735,-0.53347406021256,0.467225883764813,0.998186227609022
"85","ACE2","bmi.group","SKCMprimary","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"86","ACE2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.00756907455948141,-0.496020738332752,0.480882589213789,0.999246301189781
"87","ACE2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level3-level1",0.0862416054681043,-0.524148502297581,0.69663171323379,0.939300912634804
"88","ACE2","bmi.group","SKCMprimary","Tumor",103,90,"level1","level2","level3","level4",NA,37,33,16,4,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.0938106800275857,-0.527646891992142,0.715268252047313,0.931026257132575
"89","ACE2","bmi.group","STAD","Normal",30,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"90","ACE2","bmi.group","STAD","Tumor",374,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"91","ACE2","bmi.group","TGCT","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"92","ACE2","bmi.group","TGCT","Tumor",134,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"93","ACE2","bmi.group","THCA","Normal",58,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"94","ACE2","bmi.group","THCA","Tumor",502,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"95","ACE2","bmi.group","THYM","Normal",2,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"96","ACE2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.0912778290967307,-0.84116784596943,1.02372350416289,0.970409804501347
"97","ACE2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.280612917048493,-1.4199370514954,0.858711217398412,0.827226378944207
"98","ACE2","bmi.group","THYM","Tumor",119,96,"level1","level2","level3","level4",NA,35,36,18,7,NA,0,0,0,0,NA,"bmi.group","level3-level2",-0.371890746145223,-1.50582797507406,0.762046482783609,0.714940857531566
"99","ACE2","bmi.group","UCEC","Normal",22,21,"level1","level2","level3","level4",NA,5,2,5,9,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"100","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.0885548947916961,-0.444409398420179,0.621519188003571,0.973612169794459
"101","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.0570546270434198,-0.587759466453793,0.473650212366954,0.992561946446357
"102","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level1",0.0981844508470857,-0.379102912672731,0.575471814366903,0.951700670806842
"103","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level3-level2",-0.145609521835116,-0.65743070927414,0.366211665603908,0.883655181761591
"104","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level2",0.00962955605538962,-0.446568349149797,0.465827461260577,0.999942115402083
"105","ACE2","bmi.group","UCEC","Tumor",530,500,"level1","level2","level3","level4",NA,94,108,110,188,NA,0,0,0,0,NA,"bmi.group","level4-level3",0.155239077890506,-0.298317112066547,0.608795267847558,0.814065615959943
"106","ACE2","bmi.group","UCS","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"107","ACE2","bmi.group","UCS","Tumor",56,51,"level1","level2","level3","level4",NA,17,14,12,8,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"108","ACE2","bmi.group","UVM","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"109","ACE2","bmi.group","UVM","Tumor",80,53,"level1","level2","level3","level4",NA,17,22,8,6,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.0493867128681602,-0.608436488673936,0.509663062937616,0.858918385152923
"110","TMPRSS2","bmi.group","ACC","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"111","TMPRSS2","bmi.group","ACC","Tumor",79,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"112","TMPRSS2","bmi.group","BLCA","Normal",19,7,"level1","level2","level3","level4",NA,4,2,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"113","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level2-level1",-0.211665765188739,-1.25582290616532,0.832491375787838,0.953449244144534
"114","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.169698941024459,-1.53411405347129,1.19471617142237,0.988543047211273
"115","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level4-level1",-0.359829965064693,-2.05553686622528,1.33587693609589,0.947117949396552
"116","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.0419668241642803,-1.35855794787003,1.44249159619859,0.999833815655688
"117","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level4-level2",-0.148164199875954,-1.87305924962597,1.57673084987406,0.996148671353732
"118","TMPRSS2","bmi.group","BLCA","Tumor",408,358,"level1","level2","level3","level4",NA,149,124,54,31,NA,0,0,0,0,NA,"bmi.group","level4-level3",-0.190131024040234,-2.12575169882985,1.74548965074938,0.994273432543014
"119","TMPRSS2","bmi.group","BRCA","Normal",113,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"120","TMPRSS2","bmi.group","BRCA","Tumor",1084,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"121","TMPRSS2","bmi.group","CESC","Normal",3,3,"level1","level2","level3","level4",NA,2,1,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"122","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.414963705178366,-0.559219115733088,1.38914652608982,0.688902212386876
"123","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level3-level1",-0.640330143092839,-1.78514103601046,0.504480749824786,0.471622045615385
"124","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level4-level1",-0.231150402812302,-1.39473609473151,0.932435289106909,0.95576358083
"125","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level3-level2",-1.05529384827121,-2.26306320856273,0.152475512020318,0.110400373357717
"126","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level4-level2",-0.646114107990668,-1.87169417863283,0.579465962651497,0.52355445760663
"127","TMPRSS2","bmi.group","CESC","Tumor",304,259,"level1","level2","level3","level4",NA,100,73,44,42,NA,0,0,0,0,NA,"bmi.group","level4-level3",0.409179740280537,-0.955959930793125,1.7743194113542,0.865654852586055
"128","TMPRSS2","bmi.group","CHOL","Normal",9,9,"level1","level2","level3","level4",NA,2,3,2,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"129","TMPRSS2","bmi.group","CHOL","Tumor",36,35,"level1","level2","level3","level4",NA,10,16,5,4,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"130","TMPRSS2","bmi.group","COAD","Normal",41,16,"level1","level2","level3","level4",NA,6,6,1,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"131","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level2-level1",0.0195053380636931,-0.295352073027814,0.3343627491552,0.998529233974039
"132","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level3-level1",0.0703382388646698,-0.321103891621333,0.461780369350673,0.966589901552294
"133","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level4-level1",-0.0730148176126058,-0.471701331632379,0.325671696407167,0.964739571558011
"134","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level3-level2",0.0508329008009767,-0.339003046368154,0.440668847970108,0.986733682967585
"135","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level4-level2",-0.0925201556762989,-0.489629788708628,0.30458947735603,0.931042976605501
"136","TMPRSS2","bmi.group","COAD","Tumor",447,232,"level1","level2","level3","level4",NA,78,80,38,36,NA,0,0,0,0,NA,"bmi.group","level4-level3",-0.143353056477276,-0.603557155597705,0.316851042643154,0.851487887673203
"137","TMPRSS2","bmi.group","DLBC","Normal",0,0,"level1","level2","level3","level4",NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
